airport_code,airport_name,airport_name_zh
SXL,Sligo Airport,none
SXM,Princess Juliana International Airport,朱麗安娜公主國際機場
SXN,Sua Pan Airport,none
SXO,Sao Felix do Araguaia Airport,none
SXP,Nunam Iqua Airport,none
SXQ,Soldotna Airport,none
SXR,Sheikh ul Alam Airport,斯利那加機場
SXS,Sahabat [Sahabat 16] Airport,none
SXT,Sungai Tiang Airport,none
SXV,Salem Airport,none
SXX,Sao Felix do Xingu Airport,none
SXY,Sidney Municipal Airport,none
SXZ,Siirt Airport,none
SYA,Eareckson Air Station,謝米亞空軍基地
SYC,Shiringayoc Airport,none
SYD,Sydney Kingsford Smith International Airport,悉尼機場
SYI,Bomar Field/Shelbyville Municipal Airport,none
SYJ,Sirjan Airport,none
SYK,Stykkishólmur Airport,none
SYM,Simao Airport,普洱思茅机场
SYN,Stanton Airfield,none
SYO,Shonai Airport,庄內機場
SYP,Ruben Cantu Airport,none
SYQ,Tobias Bolanos International Airport,none
SYR,Syracuse Hancock International Airport,雪城汉考克国际机场
SYS,Saskylakh Airport,none
SYT,Saint-Yan Airport,圣扬机场
SYU,Warraber Island Airport,none
SYV,Sylvester Airport,none
SYW,Sehwan Sharif Airport,none
SYX,Sanya Phoenix International Airport,三亚凤凰国际机场
SYY,Stornoway Airport,none
SYZ,Shiraz Shahid Dastghaib International Airport,沙希德·阿亚图拉·达斯特盖卜国际机场
SZA,Soyo Airport,none
SZB,Sultan Abdul Aziz Shah International Airport,苏丹阿都阿兹沙机场
SZF,Samsun Carsamba Airport,none
SZG,Salzburg Airport,萨尔茨堡机场
SZH,Shuozhou Zirun Airport,朔州滋润机场
SZJ,Siguanea Airport,none
SZK,Skukuza Airport,none
SZL,Whiteman Afb Airport,怀特曼空军基地
SZM,Sesriem Airstrip,none
SZP,Santa Paula Airport,none
SZS,Ryans Creek Aerodrome,none
SZT,San Cristobal De Las Casas Airport,none
SZV,Guangfu Airport,苏州光福机场
SZW,Schwerin Parchim Airport,none
SZX,Shenzhen Bao'an International Airport,深圳宝安国际机场
SZY,Olsztyn-Mazury Airport,none
SZZ,Szczecin-Goleniow Solidarność Airport,none
TAB,Tobago-Crown Point Airport,none
TAC,Daniel Z. Romualdez Airport,丹尼爾·Z·羅穆亞爾德斯機場
TAD,Perry Stokes Airport,none
TAE,Daegu Airport,大邱國際機場
TAF,Tafaraoui Airport,none
TAG,Panglao Bohol International Airport,保和-邦勞國際機場
TAH,Tanna Airport,none
TAI,Ta'izz International Airport,塔伊茲國際機場
TAJ,Tadji Airport,none
TAK,Takamatsu Airport,高松機場
TAL,Ralph M Calhoun Memorial Airport,none
TAM,General Francisco Javier Mina International Airport,none
TAN,Tangalooma Airport,none
TAO,Qingdao/Jiaodong Airport,青島流亭國際機場
TAP,Tapachula International Airport,none
TAQ,Tarcoola Airport,none
TAR,Taranto / Grottaglie Airport,none
TAS,Tashkent International Airport,塔什干国际机场
TAT,Poprad-Tatry Airport,波普拉德-塔特拉機場
TAU,Tauramena Airport,none
TAW,Tacuarembo Airport,none
TAX,Taliabu Island Airport,none
TAY,Tartu Airport,塔爾圖機場
TAZ,Dashoguz Airport,達沙古茲機場
TBB,Dong Tac Airport,綏和機場
TBC,Tuba City Airport,none
TBF,Tabiteuea North Airport,none
TBG,Tabubil Airport,none
TBH,Romblon Airport,none
TBI,New Bight Airport,none
TBJ,Tabarka 7 Novembre Airport,none
TBK,Timber Creek Airport,none
TBL,Tableland Homestead Airport,none
TBN,Waynesville-St Robert Regional Forney Field,none
TBO,Tabora Airport,none
TBP,Capitan FAP Pedro Canga Rodriguez Airport,none
TBR,Statesboro-Bulloch County Airport,none
TBS,Tbilisi International Airport,第比利斯国际机场
TBT,Tabatinga Airport,none
TBU,Fua'amotu International Airport,富阿阿莫圖國際機場
TBW,Donskoye Airport,none
TBY,Tshabong Airport,none
TBZ,Tabriz International Airport,大不里士沙希德迈达尼国际机场
TCA,Tennant Creek Airport,none
TCB,Treasure Cay Airport,none
TCC,Tucumcari Municipal Airport,none
TCE,Tulcea Airport,none
TCG,Tacheng Airport,塔城千泉机场
TCH,Tchibanga Airport,none
TCL,Tuscaloosa Ntl Airport,none
TCM,Mcchord Field (Joint Base Lewis-Mcchord) Airport,none
TCN,Tehuacan Airport,none
TCP,Taba International Airport,塔巴國際機場
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,none
TCR,Tuticorin Southwest Airport,none
TCS,Truth Or Consequences Municipal Airport,none
TCT,Takotna Airport,none
TCU,Thaba Nchu Tar Airport,none
TCV,Torch Cay Airport,none
TCW,Tocumwal Airport,none
TCX,Tabas Airport,none
TCZ,Tengchong Tuofeng Airport,腾冲驼峰机场
TDA,Trinidad Airport,none
TDD,Teniente Av. Jorge Henrich Arauz Airport,none
TDG,Tandag Airport,none
TDJ,Tadjoura Airport,none
TDK,Taldykorgan Airport,none
TDL,Heroes De Malvinas Airport,none
TDN,Theda Station Airport,none
TDO,Ed Carlson Memorial Field/South Lewis County Airport,none
TDP,Trompeteros Airport,none
TDR,Theodore Airport,none
TDS,Sasereme Airport,none
TDT,Tanda Tula Airport,none
TDV,Samangoky Airport,none
TDW,Tradewind Airport,none
TDX,Trat Airport,桐艾機場
TDZ,Toledo Executive Airport,none
TEA,Tela Airport,none
TEB,Teterboro Airport,none
TEC,Telemaco Borba Airport,none
TED,Thisted Airport,齐斯泰兹机场
TEE,Cheikh Larbi Tebessi Airport,none
TEF,Telfer Airport,none
TEG,Tenkodogo Airport,none
TEH,Tetlin Airport,none
TEI,Tezu Airport,none
TEK,Tatitlek Airport,none
TEL,Telupid Airport,none
TEM,Temora Airport,none
TEN,Tongren Fenghuang Airport,铜仁凤凰机场
TEQ,Tekirdag Corlu Airport,none
TER,Lajes Field,拉日什空軍基地
TES,Teseney Airport,none
TET,Chingozi Airport,钦戈兹伊机场
TEU,Manapouri Airport,none
TEV,Teruel Airport,none
TEX,Telluride Regional Airport,none
TEY,Þingeyri (Thingeyri) Airport,none
TEZ,Tezpur Airport,提斯浦尔机场
TFF,Tefe Airport,none
TFI,Tufi Airport,none
TFL,Juscelino Kubitscheck Airport,none
TFM,Telefomin Airport,none
TFN,Tenerife Norte Airport,特內里費北部機場
TFS,Tenerife South Airport,特内里费南部机场
TFT,Taftan Airport,none
TFU,Chengdu/Tianfu Airport,成都天府国际机场
TGA,Tengah Air Base,登加空軍基地
TGC,Tanjung Manis Airport,none
TGD,Podgorica Airport,波德戈里察國際機場
TGG,Sultan Mahmud Airport,苏丹马慕国际机场
TGH,Tongoa Island Airport,none
TGI,Tingo Maria Airport,none
TGJ,Tiga Airport,none
TGK,Taganrog Yuzhny Airport,none
TGM,Transilvania Targu Mures International Airport,none
TGN,Latrobe Valley Airport,none
TGO,Tongliao Airport,通辽机场
TGP,Podkamennaya Tunguska Airport,none
TGQ,Tangara da Serra Airport,none
TGR,Touggourt Sidi Madhi Airport,none
TGT,Tanga Airport,none
TGU,Toncontin International Airport,通孔廷国际机场
TGZ,Angel Albino Corzo International Airport,none
THA,Tullahoma Regional/Wm Northern Field,none
THB,Thaba-Tseka Airport,none
THC,Tchien Airport,none
THD,Thọ Xuân Airport,壽春機場
THE,Senador Petronio Portela Airport,none
THI,Tichitt Airport,提希特机场
THK,Thakhek Airport,none
THL,Tachileik Airport,none
THM,Thompson Falls Airport,none
THN,Trollhattan-Vanersborg Airport,none
THO,Þórshöfn (Thorshofn) Airport,none
THP,Hot Springs County Airport,none
THQ,Tianshui Maijishan Airport,天水麦积山机场
THR,Mehrabad International Airport,梅赫拉巴德國際機場
THS,Sukhothai Airport,none
THT,Tamchakett Airport,none
THU,Thule Air Base,图勒空军基地
THV,York Airport,none
THX,Turukhansk Airport,none
THY,Thohoyandou Airport,none
THZ,Tahoua Airport,none
TIA,Tirana International Airport Mother Teresa,地拉那特蕾莎修女國際機場
TIB,Tibu Airport,none
TID,Bou Chekif Airport,none
TIE,Tippi Airport,none
TIF,Taif Airport,none
TIH,Tikehau Airport,none
TII,Tarin Kowt Airport,塔林科特机场
TIJ,General Abelardo L. Rodriguez International Airport,蒂华纳国际机场
TIK,Tinker Afb Airport,none
TIM,Moses Kilangin Airport,莫泽什吉朗因国际机场
TIN,Tindouf Airport,none
TIO,Tilin Airport,none
TIP,Tripoli International Airport,的黎波里国际机场
TIQ,Francisco Manglona Borja/Tinian International Airport,天寧機場
TIR,Tirupati Airport,none
TIU,Timaru Airport,none
TIV,Tivat Airport,蒂瓦特機場
TIW,Tacoma Narrows Airport,none
TIX,Space Coast Regional Airport,none
TIY,Tidjikja Airport,none
TIZ,Tari Airport,none
TJA,Capitan Oriel Lea Plaza Airport,none
TJB,Tanjung Balai Airport,拉贾·哈吉·阿卜杜拉机场
TJG,Warukin Airport,none
TJH,Tajima Airport,但馬飛行場
TJI,Trujillo Airport,none
TJK,Tokat Airport,none
TJL,Plinio Alarcom Airport,none
TJM,Roshchino International Airport,none
TJN,Takume Airport,none
TJQ,Buluh Tumbang (H A S Hanandjoeddin) Airport,H.A.S.哈南柔丁国际机场
TJS,Tanjung Harapan Airport,丹戎哈拉潘机场
TJU,Kulob Airport,none
TJV,Tanjore Air Force Base,none
TKA,Talkeetna Airport,none
TKC,Tiko Airport,none
TKD,Takoradi Airport,none
TKF,Truckee-Tahoe Airport,none
TKG,Radin Inten II (Branti) Airport,拉丁·因滕二世国际机场
TKH,Takhli Airport,none
TKJ,Tok Junction Airport,none
TKK,Chuuk International Airport,楚克國際機場
TKN,Tokunoshima Airport,德之島機場
TKO,Tlokoeng Airport,none
TKP,Takapoto Airport,none
TKQ,Kigoma Airport,none
TKS,Tokushima Airport,德島機場
TKT,Tak Airport,none
TKU,Turku Airport,图尔库机场
TKV,Tatakoto Airport,none
TKW,Tekin Airport,none
TKX,Takaroa Airport,none
TKY,Turkey Creek Airport,none
TKZ,Tokoroa Airfield,none
TLA,Teller Airport,none
TLB,Tarbela Dam Airport,none
TLC,Licenciado Adolfo Lopez Mateos International Airport,none
TLD,Limpopo Valley Airport,none
TLE,Toliara Airport,none
TLF,Telida Airport,none
TLH,Tallahassee International Airport,none
TLI,Toli Toli Airport,苏丹巴蒂兰机场
TLJ,Tatalina Lrrs Airport,none
TLK,Talakan Airport,none
TLL,Tallinn Airport,塔林機場
TLM,Zenata – Messali El Hadj Airport,none
TLN,Toulon-Hyeres Airport,none
TLQ,Turpan Jiaohe Airport,吐魯番交河機場
TLR,Mefford Field,none
TLS,Toulouse-Blagnac Airport,图卢兹-布拉尼亚克机场
TLT,Tuluksak Airport,none
TLU,Tolu Airport,none
TLV,Ben Gurion International Airport,本-古里安国际机场
TLX,Panguilemo Airport,none
TLY,Plastun Airport,none
TLZ,Catalao Airport,none
TMA,Henry Tift Myers Airport,none
TMB,Miami Executive Airport,none
TMC,Tambolaka Airport,坦波拉卡机场
TMD,Timbedra Airport,none
TME,Gustavo Vargas Airport,none
TMF,Thimarafushi Airport,none
TMG,Tomanggong Airport,none
TMH,Tanah Merah Airport,塔纳默拉机场
TMI,Tumling Tar Airport,none
TMJ,Termez Airport,泰爾梅茲機場
TML,Tamale Airport,none
TMM,Toamasina Airport,none
TMN,Tamana Island Airport,none
TMO,Tumeremo Airport,none
TMP,Tampere-Pirkkala Airport,none
TMQ,Tambao Airport,none
TMR,Aguenar – Hadj Bey Akhamok Airport,none
TMS,Sao Tome International Airport,聖多美國際機場
TMT,Trombetas Airport,none
TMU,Tambor Airport,none
TMW,Tamworth Airport,none
TMX,Timimoun Airport,none
TMZ,Thames Aerodrome,none
TNA,Yaoqiang Airport,济南遥墙国际机场
TNB,Tanah Grogot Airport,none
TNC,Tin City Lrrs Airport,none
TND,Alberto Delgado Airport,none
TNE,New Tanegashima Airport,種子島機場
TNF,Toussus-le-Noble Airport,none
TNG,Ibn Batouta Airport,none
TNH,Tonghua Sanyuanpu Airport,通化三源浦機場
TNI,Satna Airport,none
TNJ,Kijang Airport,拉贾·哈吉·斐萨比里拉国际机场
TNK,Tununak Airport,none
TNL,Ternopil International Airport,特諾皮爾機場
TNM,Teniente Rodolfo Marsh Martin Base,none
TNN,Tainan Airport,臺南機場
TNO,Tamarindo De Santa Cruz Airport,none
TNP,Twentynine Palms Airport,none
TNR,Ivato Airport,伊瓦图国际机场
TNT,Dade-Collier Training And Transition Airport,none
TNU,Newton Municipal-Earl Johnson Field,none
TNV,Tabuaeran Island Airport,none
TNZ,Tosontsengel Airport,none
TOA,Zamperini Field,none
TOB,Gamal Abdel Nasser Airport,none
TOC,Toccoa Rg Letourneau Field,none
TOD,Pulau Tioman Airport,刁曼國際機場
TOE,Tozeur Nefta International Airport,none
TOF,Bogashevo Airport,柏加謝沃機場
TOG,Togiak Airport,none
TOH,Torres Airstrip,none
TOI,Troy Municipal At N Kenneth Campbell Field,none
TOJ,Torrejon Airport,none
TOL,Eugene F Kranz Toledo Express Airport,none
TOM,Timbuktu Airport,廷巴克圖機場
TOO,San Vito De Java Airport,none
TOP,Philip Billard Municipal Airport,none
TOQ,Barriles Airport,none
TOR,Torrington Municipal Airport,none
TOS,Tromsø Airport,特罗姆瑟机场
TOT,Totness Airport,none
TOU,Touho Airport,none
TOW,Toledo Airport,none
TOX,Tobolsk Airport,none
TOY,Toyama Airport,富山機場
TPA,Tampa International Airport,坦帕國際機場
TPC,Tarapoa Airport,none
TPE,Taiwan Taoyuan International Airport,臺灣桃園國際機場
TPF,Peter O Knight Airport,none
TPG,Taiping (Tekah) Airport,none
TPH,Tonopah Airport,none
TPI,Tapini Airport,none
TPJ,Suketar Airport,达布莱宗机场
TPK,Teuku Cut Ali Airport,none
TPL,Draughon-Miller Central Texas Regional Airport,none
TPN,Tiputini Airport,none
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,none
TPQ,Amado Nervo National Airport,none
TPR,Tom Price Airport,none
TPS,Trapani / Birgi Airport,none
TPU,Tikapur Airport,none
TQD,Al Taqaddum Air Base,none
TQL,Tarko-Sale Airport,none
TQN,Talolqan Airport,none
TQO,Felipe Carrillo Puerto International Airport,none
TQP,Trepell Airport,none
TQQ,Maranggo Airport,none
TQS,Tres Esquinas Air Base,none
TRA,Tarama Airport,多良間機場
TRB,Gonzalo Mejia Airport,none
TRC,Francisco Sarabia International Airport,none
TRD,Trondheim Airport Vaernes,none
TRE,Tiree Airport,none
TRF,Sandefjord Airport Torp,桑讷菲尤尔机场
TRG,Tauranga Airport,none
TRH,Trona Airport,none
TRK,Juwata Airport,朱瓦塔国际机场
TRL,Terrell Municipal Airport,none
TRM,Jacqueline Cochran Regional Airport,none
TRN,Torino / Caselle International Airport,杜林機場
TRO,Taree Airport,none
TRQ,Tarauaca Airport,none
TRR,China-Bay Airport,none
TRS,Trieste / Ronchi Dei Legionari,none
TRU,Capitan FAP Carlos Martinez De Pinillos International Airport,none
TRV,Trivandrum International Airport,特里凡得琅国际机场
TRW,Bonriki International Airport,邦里基國際機場
TRX,Trenton Municipal Airport,none
TRY,Tororo Airport,none
TRZ,Tiruchirapally Civil Airport Airport,蒂魯吉拉帕利國際機場
TSA,Taipei Songshan Airport,臺北松山機場
TSB,Tsumeb Airport,none
TSC,Taisha Airport,none
TSF,Treviso / Sant'Angelo Airport,none
TSG,Tanacross Airport,none
TSH,Tshikapa Airport,none
TSJ,Tsushima Airport,對馬機場
TSL,Tamuin Airport,none
TSM,Taos Regional Airport,none
TSN,Tianjin Binhai International Airport,天津滨海国际机场
TSP,Tehachapi Municipal Airport,none
TSQ,Torres Airport,none
TSR,Timisoara Traian Vuia Airport,none
TST,Trang Airport,none
TSU,Tabiteuea South Airport,none
TSV,Townsville Airport,none
TSX,Tanjung Santan Airport,none
TSY,Cibeureum Airport,威里亚迪纳达空军基地
TTA,Tan Tan Airport,none
TTB,Tortoli' / Arbatax Airport,none
TTC,Las Breas Airport,none
TTD,Portland-Troutdale Airport,none
TTE,Sultan Khairun Babullah Airport,苏丹巴布拉机场
TTG,General Enrique Mosconi Airport,none
TTH,Thumrait Air Base,none
TTI,Tetiaroa Airport,none
TTJ,Tottori Airport,鳥取機場
TTN,Trenton Mercer Airport,none
TTO,Britton Municipal Airport,none
TTQ,Aerotortuguero Airport,none
TTS,Tsaratanana Airport,none
TTT,Taitung Airport,臺東機場
TTU,Saniat Rmel Airport,none
TTX,Truscott Mungalalu Airport,none
TUA,Teniente Coronel Luis a Mantilla Airport,none
TUB,Tubuai Airport,none
TUC,Teniente Benjamin Matienzo Airport,none
TUD,Tambacounda Airport,none
TUF,Tours-Val-de-Loire Airport,none
TUG,Tuguegarao Airport,none
TUI,Turaif Domestic Airport,none
TUJ,Tume Airport,none
TUK,Turbat International Airport,none
TUL,Tulsa International Airport,塔尔萨国际机场
TUM,Tumut Airport,none
TUN,Tunis Carthage International Airport,突尼斯-迦太基国际机场
TUO,Taupo Airport,none
TUP,Tupelo Regional Airport,none
TUQ,Tougan Airport,none
TUR,Tucurui Airport,none
TUS,Tucson International Airport,none
TUU,Tabuk Airport,none
TUV,Tucupita Airport,none
TVA,Morafenobe Airport,none
TVC,Cherry Capital Airport,none
TVF,Thief River Falls Regional Airport,none
TVI,Thomasville Regional Airport,none
TVL,Lake Tahoe Airport,none
TVS,Tangshan Sannühe Airport,唐山三女河机场
TVU,Matei Airport,none
TVY,Dawei Airport,土瓦機場
TWA,Twin Hills Airport,none
TWB,Toowoomba Airport,none
TWC,Tumxuk Tangwangcheng Airport,图木舒克唐王城机场
TWD,Jefferson County International Airport,none
TWE,Taylor Airport,none
TWF,Joslin Field/Magic Valley Regional Airport,none
TWU,Tawau Airport,斗湖機場
TWZ,Pukaki Airport,none
TXF,Teixeira de Freitas Airport,none
TXG,Taichung Airport,none
TXK,Texarkana Regional-Webb Field,none
TXL,Berlin-Tegel International Airport,柏林-泰格尔奥托·利林塔尔机场
TXM,Teminabuan Airport,none
TXN,Tunxi International Airport,黃山屯溪國際機場
TXU,Tabou Airport,none
TYB,Tibooburra Airport,none
TYD,Tynda Airport,none
TYE,Tyonek Airport,none
TYF,Torsby Airport,none
TYG,Thylungra Airport,none
TYL,Capitan Montes Airport,none
TYM,Staniel Cay Airport,none
TYN,Taiyuan Wusu Airport,太原武宿国际机场
TYP,Tobermorey Airport,none
TYR,Tyler Pounds Regional Airport,none
TYS,Mc Ghee Tyson Airport,none
TYT,Treinta y Tres Airport,none
TZC,Tuscola Area Airport,none
TZL,Tuzla International Airport,none
TZR,Taszar Air Base,none
TZX,Trabzon International Airport,特拉布宗機場
UAB,Incirlik Air Base,因吉利克空军基地
UAH,Ua Huka Airport,none
UAI,Suai Airport,none
UAK,Narsarsuaq Airport,纳萨尔苏瓦克机场
UAL,Luau Airport,none
UAM,Andersen Afb Airport,安德森空军基地
UAP,Ua Pou Airport,none
UAQ,Domingo Faustino Sarmiento Airport,none
UAR,Bouarfa Airport,none
UAS,Samburu South Airport,none
UBA,Mario de Almeida Franco Airport,none
UBB,Mabuiag Island Airport,none
UBJ,Yamaguchi Ube Airport,山口宇部機場
UBN,Chinggis Khaan International Airport,成吉思汗國際機場
UBP,Ubon Ratchathani Airport,烏汶國際機場
UBR,Ubrub Airport,none
UBS,Columbus-Lowndes County Airport,none
UBT,Ubatuba Airport,none
UBU,Kalumburu Airport,none
UCB,Ulanqab Jining Airport,乌兰察布集宁机场
UCE,Eunice Airport,none
UCK,Lutsk Airport,none
UCN,Buchanan Airport,none
UCT,Ukhta Airport,none
UCY,Everett-Stewart Regional Airport,none
UCZ,Uchiza Airport,none
UDA,Undara Airport,none
UDD,Bermuda Dunes Airport,none
UDE,Volkel Air Base,none
UDI,Ten. Cel. Aviador Cesar Bombonato Airport,none
UDJ,Uzhhorod International Airport,烏日霍羅德國際機場
UDR,Maharana Pratap Airport,none
UEE,Queenstown Airport,none
UEL,Quelimane Airport,none
UEN,Urengoy Airport,none
UEO,Kumejima Airport,久米島機場
UES,Waukesha County Airport,none
UET,Quetta International Airport,奎达国际机场
UFA,Ufa International Airport,乌法国际机场
UGA,Bulgan Airport,布尔干机场
UGB,Ugashik Bay Airport,none
UGC,Urgench Airport,烏爾根奇國際機場
UGL,Union Glacier Blue-Ice Runway,none
UGN,Waukegan Ntl Airport,none
UGO,Uige Airport,none
UGS,Ugashik Airport,none
UGT,Bulagtai Resort Airport,none
UHE,Kunovice Airport,none
UIB,El Carano Airport,none
UIH,Phu Cat Airport,none
UII,Utila Airport,none
UIK,Ust-Ilimsk Airport,none
UIL,Quillayute Airport,none
UIN,Quincy Regional-Baldwin Field,none
UIO,Nuevo Aeropuerto Internacional Mariscal Sucre,舊蘇克雷元帥國際機場
UIP,Quimper-Cornouaille Airport,坎佩尔机场
UIQ,Quion Hill Airport,none
UIR,Quirindi Airport,none
UKA,Ukunda Airstrip,none
UKB,Kobe Airport,神戶機場
UKG,Ust-Kuyga Airport,none
UKI,Ukiah Municipal Airport,none
UKK,Ust-Kamennogorsk Airport,厄斯克門機場
UKN,Waukon Municipal Airport,none
UKS,Sevastopol International Airport,塞瓦斯托波爾國際機場
UKT,Quakertown Airport,none
UKU,Nuku Airport,none
UKX,Ust-Kut Airport,none
ULA,Capitan D Daniel Vazquez Airport,none
ULB,Ulei Airport,none
ULD,Prince Mangosuthu Buthelezi Airport,none
ULG,Ulgii Mongolei Airport,乌列盖机场
ULK,Lensk Airport,none
ULM,New Ulm Municipal Airport,none
ULN,Buyant-Ukhaa International Airport,布顏特·烏卡哈國際機場
ULO,Ulaangom Airport,乌兰固木机场
ULP,Quilpie Airport,none
ULQ,Farfan Airport,none
ULU,Gulu Airport,none
ULV,Ulyanovsk Baratayevka Airport,none
ULX,Ulusaba Airport,none
ULY,Ulyanovsk East Airport,none
UMA,Punta de Maisi Airport,none
UME,Umea Airport,于默奧機場
UMI,Quince Air Base,none
UMM,Summit Airport,none
UMR,Woomera Airfield,none
UMS,Ust-Maya Airport,none
UMT,Umiat Airport,none
UMU,Umuarama Airport,none
UMY,Sumy Airport,蘇梅機場 (烏克蘭)
UMZ,Mena Intermountain Municipal Airport,none
UNA,Hotel Transamerica Airport,none
UND,Konduz Airport,昆都士机场
UNE,Qacha's Nek Airport,none
UNG,Kiunga Airport,基永加機場
UNI,Union Island International Airport,none
UNK,Unalakleet Airport,none
UNN,Ranong Airport,none
UNT,Unst Airport,none
UNU,Dodge County Airport,none
UOA,Mururoa Atoll Airport,none
UOL,Buol Airport,布奥尔机场
UOS,Franklin County Airport,none
UOX,University-Oxford Airport,none
UPB,Playa Baracoa Airport,none
UPG,Hasanuddin International Airport,蘇丹哈山努丁國際機場
UPL,Upala Airport,none
UPN,Licenciado y General Ignacio Lopez Rayon Airport,none
UPP,Upolu Airport,none
UPV,Upavon Aerodrome,none
URA,Oral Ak Zhol International Airport,none
URC,Urumqi Diwopu International Airport,乌鲁木齐天山国际机场
URD,Burg Feuerstein Airport,none
URE,Kuressaare Airport,庫雷薩雷機場
URG,Rubem Berta Airport,none
URJ,Uray Airport,none
URM,Uriman Airport,none
URO,Rouen Airport,鲁昂机场
URR,Urrao Airport,none
URS,Kursk East Airport,库尔斯克东方机场
URT,Surat Thani Airport,素叻他尼国际机场
URY,Guriat Domestic Airport,none
USA,Concord-Padgett Regional Airport,none
USC,"Union County, Troy Shelton Field",none
USH,Malvinas Argentinas Airport,烏蘇懷亞-馬爾維納斯國際機場
USI,Mabaruma Airport,none
USJ,Usharal Airport,none
USK,Usinsk Airport,none
USL,Useless Loop Airport,none
USM,Samui Airport,蘇梅國際機場
USN,Ulsan Airport,蔚山機場
USQ,Uşak Airport,none
USR,Ust-Nera Airport,none
USS,Sancti Spiritus Airport,none
UST,St Augustine Airport,none
USU,Francisco B. Reyes Airport,none
UTA,Mutare Airport,none
UTB,Muttaburra Airport,none
UTG,Quthing Airport,none
UTH,Udon Thani Airport,乌隆他尼国际机场
UTI,Utti Air Base,乌蒂机场
UTM,Tunica Municipal Airport,none
UTN,Pierre Van Ryneveld Airport,烏平通機場
UTO,Indian Mountain Lrrs Airport,none
UTP,U-Tapao International Airport,乌塔保国际机场
UTR,Uttaradit Airport,none
UTS,Ust-Tsylma Airport,none
UTT,K. D. Matanzima Airport,none
UUA,Bugulma Airport,none
UUD,Ulan-Ude Airport (Mukhino),none
UUK,Ugnu-Kuparuk Airport,none
UUN,Baruun Urt Airport,西乌尔特机场
UUS,Yuzhno-Sakhalinsk Airport,南薩哈林斯克機場
UVA,Garner Field,none
UVE,Ouvea Airport,none
UVF,Hewanorra International Airport,none
UVL,El Kharga Airport,none
UWA,Ware Airport,none
UYL,Nyala Airport,none
UYN,Yulin Airport,榆林榆陽機場
UYU,Uyuni Airport,none
UZC,Ponikve Airport,none
UZU,Curuzu Cuatia Airport,none
VAA,Vaasa Airport,瓦萨机场
VAC,Varrelbusch Airport,none
VAD,Moody Afb Airport,穆迪空軍基地
VAF,Valence-Chabeuil Airport,none
VAG,Major Brigadeiro Trompowsky Airport,none
VAH,Capitan Av. Vidal Villagomez Toledo Airport,none
VAI,Vanimo Airport,none
VAK,Chevak Airport,none
VAL,Valenca Airport,none
VAM,Villa International Airport,none
VAN,Van Ferit Melen Airport,none
VAO,Suavanao Airport,蘇阿瓦瑙機場
VAP,Rodelillo Airport,none
VAR,Varna Airport,瓦爾納機場
VAS,Sivas Airport,none
VAT,Vatomandry Airport,none
VAV,Vava'u International Airport,none
VAW,Vardø Airport Svartnes,none
VBA,Ann Airport,none
VBG,Vandenberg Space Force Base Airport,范登堡太空軍基地
VBP,Bokpyinn Airport,none
VBS,Brescia / Montichiari Airport,none
VBV,Vanua Balavu Airport,none
VBY,Visby Airport,維斯比機場
VCA,Tra Noc Airport,芹苴國際機場
VCD,Victoria River Downs Airport,none
VCE,Venezia / Tessera -  Marco Polo Airport,威尼斯-馬可·波羅機場
VCH,Vichadero Airport,none
VCL,Chu Lai International Airport,茱莱机场
VCP,Viracopos International Airport,比拉科波斯/坎皮納斯國際機場
VCR,Carora Airport,none
VCS,Co Ong Airport,昆仑机场
VCT,Victoria Regional Airport,none
VCV,Southern California Logistics Airport,none
VDC,Glauber de Andrade Rocha Airport,none
VDE,Hierro Airport,耶罗机场
VDH,Dong Hoi Airport,洞海機場
VDI,Vidalia Regional Airport,none
VDM,Gobernador Castello Airport,埃德加多·卡斯特羅州長機場
VDO,Van Don International Airport,云屯国际机场
VDP,Valle de La Pascua Airport,none
VDR,Villa Dolores Airport,none
VDS,Vadsø Airport,none
VDY,Vijayanagar Aerodrome (JSW),none
VDZ,Valdez Pioneer Field,none
VEE,Venetie Airport,none
VEL,Vernal Regional Airport,none
VER,General Heriberto Jara International Airport,none
VEV,Barakoma Airport,none
VEX,Tioga Municipal Airport,none
VEY,Vestmannaeyjar Airport,none
VFA,Victoria Falls International Airport,none
VGA,Vijayawada Airport,none
VGD,Vologda Airport,none
VGO,Vigo Airport,维戈机场
VGT,North Las Vegas Airport,none
VGZ,Villagarzon Airport,none
VHC,Saurimo Airport,none
VHM,Vilhelmina Airport,none
VHN,Culberson County Airport,none
VHV,Verkhnevilyuisk Airport,none
VHY,Vichy-Charmeil Airport,维希-沙尔梅伊机场
VHZ,Vahitahi Airport,none
VIA,Videira Airport,none
VIE,Vienna International Airport,維也納國際機場
VIG,Juan Pablo Perez Alfonso Airport,none
VIH,Rolla Ntl Airport,none
VII,Vinh Airport,榮市國際機場
VIJ,Virgin Gorda Airport,none
VIN,Havryshivka Vinnytsia International Airport,文尼察國際機場
VIP,Payerne Airport,none
VIQ,Viqueque Airport,none
VIR,Virginia Airport,none
VIS,Visalia Municipal Airport,none
VIT,Vitoria/Foronda Airport,维多利亚机场
VIX,Eurico de Aguiar Salles Airport,none
VIY,Villacoublay-Velizy (BA 107) Air Base,none
VJB,Xai-Xai Airport,none
VJI,Virginia Highlands Airport,none
